Internal Reference,Name,aw_mfg_part_no,Product Category,Description,Manufacturer,Company,,,
0064-0000022-00-1058,KDQN16,KDQN16,Plastic Box / Holder,PROTECTIVE C/W BASE & COVER,Schlegel,All World Connect,,,
0076-0000177-00-1058,Q16 + M16 x 1,Q16 + M16 x 1,Screw / Standoff Screw,BLIND CAP WITH LOCK NUT,Schlegel,All World Connect,,,
0088-0000122-00-1058,ATL,ATL,Switches,CONT BLK 1NC+1NO MOMENTARY ILL,Schlegel,All World Connect,,,
0088-0000135-00-1058,BZLOI5,BZLOI5,Switches,CONT BLK 1NC+1NO MOMENTARY ILL,Schlegel,All World Connect,,,
0088-0000137-00-1058,CTLP,CTLP,Switches,PB CONTACT UNIT SCHLEGEL,Schlegel,All World Connect,,,
0088-0000138-00-1058,CTP,CTP,Switches,PB CONTACT UNIT,Schlegel,All World Connect,,,
0088-0000241-00-1058,QX24,QX24,Switches,BLIND CAP 24*24 W/LOCKNUT 26MM,Schlegel,All World Connect,,,
0088-0000242-00-1058,QXJSSA17E802,QXJSSA17E802,Switches,ACTUATOR KEY 802 24*24MM FLUSH,Schlegel,All World Connect,,,
0088-0000243-00-1058,QXJSSA17E845,QXJSSA17E845,Switches,ACTUATOR KEY 845 24*24MM FLUSH,Schlegel,All World Connect,,,
0088-0000244-00-1058,QXJT,QXJT,Switches,ACTUATOR PB HD 24*24MM,Schlegel,All World Connect,,,
0088-0000245-00-1058,QXL5,QXL5,Switches,PILOT LIGHT 16.2MM 2.8*0.8MM,Schlegel,All World Connect,,,
0088-0000246-00-1058,QXSSA17E803,QXSSA17E803,Switches,ACTUATOR KEY 803 25*25MM DOOR,Schlegel,All World Connect,,,
0088-0000248-00-1058,QXT,QXT,Switches,PB HEAD:STK:6 D16.2 25*25*12MM,Schlegel,All World Connect,,,
0088-0000313-00-1058,QXSSA17E845,QXSSA17E845,Switches,ACTUATOR KEY 845 25*25MM,Schlegel,All World Connect,,,
0088-0000368-00-1058,QXJT/CF116L024,QXJT/CF116L024,Switches,PB 1NO/1NC ILLU 24V WHT,Schlegel,All World Connect,,,
0097-0000052-00-1058,QXD,QXD,Switches,PB HEAD STK:3 D16.2 25*25*8MM,Schlegel,All World Connect,,,
0090-0000149-00-1058,AT,AT,Terninal Blk / End Cover /Jump,CONT BLK 1NC+1NO MOMENTARY,Schlegel,All World Connect,,,
0090-0000150-00-1058,BZLII,BZLII,Terninal Blk / End Cover /Jump,CONT BLK 2NO MOMENTARY ILLUM,Schlegel,All World Connect,,,
0090-0000151-00-1058,BZLOI,BZLOI,Terninal Blk / End Cover /Jump,CONT BLK 1NC+1NO MOMENTARY ILL,Schlegel,All World Connect,,,
0121-0000342-00-1058,BSQXU,BSQXU,Markers Card /Label/Overly-pcs,NAMEPLATE BLANK 16.5*16.5MM,Schlegel,All World Connect,,,
0016-0000008-00-1059,3800113,3800113,Conduit  Fitting / Accessories,"PG11,NW12,STRAIGHT BLK",Schlemmer/ Agro,All World Connect,,,
0016-0000009-00-1059,3800114,3800114,Conduit  Fitting / Accessories,"PG11,NW13,STRAIGHT BLK",Schlemmer/ Agro,All World Connect,,,
0016-0000010-00-1059,3805010 BLK,3805010 BLK,Conduit  Fitting / Accessories,FIT NW16 PG13.5 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000011-00-1059,3805013 BLK,3805013 BLK,Conduit  Fitting / Accessories,FIT NW28 M25 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000013-00-1059,3800369,3800369,Conduit  Fitting / Accessories,STRIAGHT GLAND BLACK PG36,Schlemmer/ Agro,All World Connect,,,
0016-0000016-00-1059,3805006 BLK,3805006 BLK,Conduit  Fitting / Accessories,FIT NW21 PG16 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000017-00-1059,3805231 BLK,3805231 BLK,Conduit  Fitting / Accessories,FIT NW42 PG36 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000018-00-1059,6102069,6102069,Conduit  Fitting / Accessories,REDUCER PG21~PG9 WITH NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000019-00-1059,6102158,6102158,Conduit  Fitting / Accessories,REDUCER PG21~PG16 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000020-00-1059,6200095,6200095,Conduit  Fitting / Accessories,ENLARGER PG21~PG29 W/NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000021-00-1059,6604720,6604720,Conduit  Fitting / Accessories,CONVERTOR M20~PG11 NICKEL,Schlemmer/ Agro,All World Connect,,,
0016-0000022-00-1059,7004202,7004202,Conduit  Fitting / Accessories,"ENLARGE PG11~PG13.5,PA,LT.GRY",Schlemmer/ Agro,All World Connect,,,
0016-0000023-00-1059,7303114,7303114,Conduit  Fitting / Accessories,FIT  PG 11,Schlemmer/ Agro,All World Connect,,,
0016-0000024-00-1059,7303130,7303130,Conduit  Fitting / Accessories,PG13.5 90 DEGREE BLK,Schlemmer/ Agro,All World Connect,,,
0016-0000025-00-1059,7303211 BLK,7303211 BLK,Conduit  Fitting / Accessories,FIT NW23 PG21 90 DEG,Schlemmer/ Agro,All World Connect,,,
0016-0000026-00-1059,7303212 BLK,7303212 BLK,Conduit  Fitting / Accessories,FIT NW22 PG21 90 DEG,Schlemmer/ Agro,All World Connect,,,
0016-0000027-00-1059,7303360,7303360,Conduit  Fitting / Accessories,PG36 C90 BLACK,Schlemmer/ Agro,All World Connect,,,
0016-0000028-00-1059,7303483,7303483,Conduit  Fitting / Accessories,FIT  PG48 90DEGRE,Schlemmer/ Agro,All World Connect,,,
0016-0000029-00-1059,8601100,8601100,Conduit  Fitting / Accessories,ROUND CAP BLK,Schlemmer/ Agro,All World Connect,,,
0016-0000030-00-1059,9806092,9806092,Conduit  Fitting / Accessories,T-MANIFOLD NW-13-7.5-13,Schlemmer/ Agro,All World Connect,,,
0016-0000031-00-1059,9806111,9806111,Conduit  Fitting / Accessories,T10-7.5-10 MANIFOLD,Schlemmer/ Agro,All World Connect,,,
0016-0000032-00-1059,9806115,9806115,Conduit  Fitting / Accessories,T-MANIFOLD NW-13-13-13,Schlemmer/ Agro,All World Connect,,,
0016-0000033-00-1059,9817201,9817201,Conduit  Fitting / Accessories,3-WAYS COUPLER GLAND,Schlemmer/ Agro,All World Connect,,,
0016-0000073-00-1059,2007070 SIL,2007070 SIL,Conduit  Fitting / Accessories,FIT TYPE36 PG7 70*10 NICKEL,Schlemmer/ Agro,All World Connect,,,
0016-0000077-00-1059,3805037 BLK,3805037 BLK,Conduit  Fitting / Accessories,FIT NW16 PG9 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000078-00-1059,3805006 BLK + LOCK NUT,3805006 BLK + LOCK NUT,Conduit  Fitting / Accessories,FIT NW21 PG16 ST W NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000079-00-1059,7211978 BLK,7211978 BLK,Conduit  Fitting / Accessories,LOCKNUT M32*1.5 PA6,Schlemmer/ Agro,All World Connect,,,
0016-0000080-00-1059,3805002 BLK,3805002 BLK,Conduit  Fitting / Accessories,FIT NW21 M20 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000081-00-1059,3805007 BLK,3805007 BLK,Conduit  Fitting / Accessories,FIT NW16 M16 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000082-00-1059,3805008 BLK,3805008 BLK,Conduit  Fitting / Accessories,FIT NW16 M20 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000083-00-1059,3805009 BLK,3805009 BLK,Conduit  Fitting / Accessories,FIT NW16 PG11 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000084-00-1059,3805014 BLK,3805014 BLK,Conduit  Fitting / Accessories,FIT NW28 PG21 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000086-00-1059,3805018 BLK,3805018 BLK,Conduit  Fitting / Accessories,FIT NW42 PG36 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000087-00-1059,3805206 BLK,3805206 BLK,Conduit  Fitting / Accessories,FIT NW16  M20 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000088-00-1059,3805207 BLK ,3805207 BLK ,Conduit  Fitting / Accessories,FIT NW16 PG11 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000134-00-1059,5308097 SIL-GRY,5308097 SIL-GRY,Conduit  Fitting / Accessories,GLAND PG9 2.5~8MM W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000136-00-1059,5309719 BLK,5309719 BLK,Conduit  Fitting / Accessories,GLAND M20*1.5 ID3~9MM TL10MM,Schlemmer/ Agro,All World Connect,,,
0016-0000152-00-1059,"5510163 + 8107165, BLK","5510163 + 8107165, BLK",Conduit  Fitting / Accessories,KOMBI+ONION RING PG16 STR,Schlemmer/ Agro,All World Connect,,,
0016-0000153-00-1059,"5510295 + 8107297, BLK","5510295 + 8107297, BLK",Conduit  Fitting / Accessories,KOMBI+ONION RING PG29 STR,Schlemmer/ Agro,All World Connect,,,
0016-0000155-00-1059,6000070,6000070,Conduit  Fitting / Accessories,LOCKNUT PG7 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000156-00-1059,6000215,6000215,Conduit  Fitting / Accessories,LOCKNUT PG21 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000157-00-1059,6004164,6004164,Conduit  Fitting / Accessories,LOCKNUT M16*1.5 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000158-00-1059,6004253,6004253,Conduit  Fitting / Accessories,LOCKNUT M25*1.5 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000159-00-1059,6004326,6004326,Conduit  Fitting / Accessories,LOCKNUT M32*1.5 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000160-00-1059,6102410,6102410,Conduit  Fitting / Accessories,REDUCER M25~M20 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000161-00-1059,6102415,6102415,Conduit  Fitting / Accessories,REDUCER M32~M25 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000172-00-1059,6604821,6604821,Conduit  Fitting / Accessories,CONVERTOR PG21~M25 NICKEL,Schlemmer/ Agro,All World Connect,,,
0016-0000174-00-1059,7004205 Light Grey,7004205 Light Grey,Conduit  Fitting / Accessories,PA ENLARGER PG21M/ PG29F,Schlemmer/ Agro,All World Connect,,,
0016-0000175-00-1059,7005202 L-GRY,7005202 L-GRY,Conduit  Fitting / Accessories,REDUCER PG21~PG16 PC,Schlemmer/ Agro,All World Connect,,,
0016-0000176-00-1059,7005306 L-GRY,7005306 L-GRY,Conduit  Fitting / Accessories,REDUCER PG13.5~PG11 PA,Schlemmer/ Agro,All World Connect,,,
0016-0000177-00-1059,7005308 L-GRY,7005308 L-GRY,Conduit  Fitting / Accessories,REDUCER PG16~PG11 PA,Schlemmer/ Agro,All World Connect,,,
0016-0000178-00-1059,7005309 L-GRY,7005309 L-GRY,Conduit  Fitting / Accessories,REDUCER PG16-PG13.5 PA,Schlemmer/ Agro,All World Connect,,,
0016-0000179-00-1059,7005075 L-GRY,7005075 L-GRY,Conduit  Fitting / Accessories,REDUCER PG21~PG13.5 PA L18B145,Schlemmer/ Agro,All World Connect,,,
0016-0000180-00-1059,7005312 L-GRY,7005312 L-GRY,Conduit  Fitting / Accessories,REDUCER PG21~PG16 PA6,Schlemmer/ Agro,All World Connect,,,
0016-0000181-00-1059,7211811 SIL-GRY,7211811 SIL-GRY,Conduit  Fitting / Accessories,LOCKNUT PG11 PA6 SIL-GRY,Schlemmer/ Agro,All World Connect,,,
0016-0000182-00-1059,7211816 SIL-GRY,7211816 SIL-GRY,Conduit  Fitting / Accessories,LOCKNUT PG16 PA6 SIL-GRY,Schlemmer/ Agro,All World Connect,,,
0016-0000183-00-1059,7211852 BLK,7211852 BLK,Conduit  Fitting / Accessories,LOCKNUT PG9 PA6 BLK,Schlemmer/ Agro,All World Connect,,,
0016-0000184-00-1059,7211855 BLK,7211855 BLK,Conduit  Fitting / Accessories,LOCKNUT PG16 PA6 BLK,Schlemmer/ Agro,All World Connect,,,
0016-0000185-00-1059,7211856 BLK,7211856 BLK,Conduit  Fitting / Accessories,LOCKNUT PG21 PA6 BLK,Schlemmer/ Agro,All World Connect,,,
0016-0000186-00-1059,7211857 BLK / LNPB/PG29,7211857 BLK / LNPB/PG29,Conduit  Fitting / Accessories,LOCKNUT PG29 PA6 BLK L18B169,Schlemmer/ Agro,All World Connect,,,
0016-0000187-00-1059,7211858 BLK,7211858 BLK,Conduit  Fitting / Accessories,LOCKNUT PG36 PA6 BLK,Schlemmer/ Agro,All World Connect,,,
0016-0000188-00-1059,7211976 BLK,7211976 BLK,Conduit  Fitting / Accessories,LOCKNUT M20*1.5 PA6  L18B219,Schlemmer/ Agro,All World Connect,,,
0016-0000189-00-1059,7217220 BLK,7217220 BLK,Conduit  Fitting / Accessories,SCR PLUG M20*1.5*8 PA6,Schlemmer/ Agro,All World Connect,,,
0016-0000190-00-1059,7217225 BLK,7217225 BLK,Conduit  Fitting / Accessories,SCR PLUG M25*1.5*8 PA6,Schlemmer/ Agro,All World Connect,,,
0016-0000191-00-1059,7211977 BLK ,7211977 BLK ,Conduit  Fitting / Accessories,LOCKNUT M25*1.5 PA6 BLK,Schlemmer/ Agro,All World Connect,,,
0016-0000192-00-1059,7303165 BLK + LOCK NUT,7303165 BLK + LOCK NUT,Conduit  Fitting / Accessories,FIT NW17 PG16 ANGLE 90 W NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000193-00-1059,7303297 PG29 BLK,7303297 PG29 BLK,Conduit  Fitting / Accessories,FIT NW29 PG29 SEM/W 90DEG,Schlemmer/ Agro,All World Connect,,,
0016-0000194-00-1059,7303721 BLK,7303721 BLK,Conduit  Fitting / Accessories,FIT NW17 M20 SEM/W 90DEG,Schlemmer/ Agro,All World Connect,,,
0016-0000195-00-1059,7303726)+ 7211977(NUT),7303726)+ 7211977(NUT),Conduit  Fitting / Accessories,FIT NW22 M25 RA C/W NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000196-00-1059,7303733 M32/NW29 W/LOCKNUT,7303733 M32/NW29 W/LOCKNUT,Conduit  Fitting / Accessories,SEM-QUICK ELBOW CONN W/LO,Schlemmer/ Agro,All World Connect,,,
0016-0000200-00-1059,8500096 BLK,8500096 BLK,Conduit  Fitting / Accessories,END SLEEVE 17~19MM RUBBER,Schlemmer/ Agro,All World Connect,,,
0016-0000201-00-1059,8500134 BLK,8500134 BLK,Conduit  Fitting / Accessories,END SLEEVE 22~25MM RUBBER,Schlemmer/ Agro,All World Connect,,,
0016-0000202-00-1059,8500215 BLK,8500215 BLK,Conduit  Fitting / Accessories,END SLEEVE 30~33MM RUBBER,Schlemmer/ Agro,All World Connect,,,
0016-0000203-00-1059,9805941 BLK,9805941 BLK,Conduit  Fitting / Accessories,RC7.5 CLAMPING CLIP,Schlemmer/ Agro,All World Connect,,,
0016-0000204-00-1059,9805943 BLK,9805943 BLK,Conduit  Fitting / Accessories,RC13 CLAMPING CLIP,Schlemmer/ Agro,All World Connect,,,
0016-0000205-00-1059,9806101 BLK,9806101 BLK,Conduit  Fitting / Accessories,T13-10-13 MANIFOLD,Schlemmer/ Agro,All World Connect,,,
0016-0000206-00-1059,9806102,9806102,Conduit  Fitting / Accessories,FIT COUPLER T NW 22-22-22MM,Schlemmer/ Agro,All World Connect,,,
0016-0000207-00-1059,9806130 BLK,9806130 BLK,Conduit  Fitting / Accessories,T10-7.5-7.5 MANIFOLD,Schlemmer/ Agro,All World Connect,,,
0016-0000230-00-1059,9817036,9817036,Conduit  Fitting / Accessories,FIT COUPLER Y NW 21-16-16MM,Schlemmer/ Agro,All World Connect,,,
0016-0000237-00-1059,3805207 BLK,3805207 BLK,Conduit  Fitting / Accessories,FIT NW16 PG11 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000298-00-1059,6000290,6000290,Conduit  Fitting / Accessories,LOCKNUT PG29 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000305-00-1059,LNPB/PG48 BLK / 7211860,LNPB/PG48 BLK / 7211860,Conduit  Fitting / Accessories,LOCKNUT PG48 PA6 BLK,Schlemmer/ Agro,All World Connect,,,
0016-0000359-00-1059,3805005 BLK,3805005 BLK,Conduit  Fitting / Accessories,FIT NW21 PG13 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000367-00-1059,7005315 L-GRY,7005315 L-GRY,Conduit  Fitting / Accessories,REDUCER PG29~PG21 PA6,Schlemmer/ Agro,All World Connect,,,
0016-0000368-00-1059,3805201 BLK,3805201 BLK,Conduit  Fitting / Accessories,FIT NW13 PG9 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000372-00-1059,8500118 BLK,8500118 BLK,Conduit  Fitting / Accessories,END SLEEVE 20~23MM RUBBER,Schlemmer/ Agro,All World Connect,,,
0016-0000376-00-1059,3805016 BLK,3805016 BLK,Conduit  Fitting / Accessories,FIT NW34 PG29 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000377-00-1059,2034115 SIL,2034115 SIL,Conduit  Fitting / Accessories,FIT M16*15 10MM NICKEL,Schlemmer/ Agro,All World Connect,,,
0016-0000385-00-1059,3805003 BLK,3805003 BLK,Conduit  Fitting / Accessories,FIT NW21 M25 ST W/0 NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000388-00-1059,7008720 BLK,7008720 BLK,Conduit  Fitting / Accessories,REDUCER M20~M16 PA,Schlemmer/ Agro,All World Connect,,,
0016-0000389-00-1059,3805001 BLK,3805001 BLK,Conduit  Fitting / Accessories,FIT NW13 M16 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000390-00-1059,7008725 BLK,7008725 BLK,Conduit  Fitting / Accessories,REDUCER M25~M20 PA,Schlemmer/ Agro,All World Connect,,,
0016-0000391-00-1059,3805225 BLK,3805225 BLK,Conduit  Fitting / Accessories,FIT NW34 PG29 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000392-00-1059,2034115,2034115,Conduit  Fitting / Accessories,FIT NW10 M16*15 NICKEL,Schlemmer/ Agro,All World Connect,,,
0016-0000404-00-1059,3805213,3805213,Conduit  Fitting / Accessories,FIT NW21 PG16 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000405-00-1059,3805205 BLK,3805205 BLK,Conduit  Fitting / Accessories,FIT NW13/12 M16 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000419-00-1059,6102420,6102420,Conduit  Fitting / Accessories,REDUCER M40~M32 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000420-00-1059,6004407,6004407,Conduit  Fitting / Accessories,LOCKNUT M40*1.5 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000425-001059,6004202,6004202,Conduit  Fitting / Accessories,LOCKNUT M20*1.5 BR NI PLATED,Schlemmer/ Agro,All World Connect,,,
0016-0000428-00-1059,3811229 BLK,3811229 BLK,Conduit  Fitting / Accessories,FIT NW34 PG29 45DEG W/O NUT,Schlemmer/ Agro,All World Connect,,,
0016-0000481-00-1059,7211854 BLK,7211854 BLK,Conduit  Fitting / Accessories,LOCKNUT PG13.5 PA6 BLK,Schlemmer/ Agro,All World Connect,,,
0017-0000167-00-1059,3805211 BLK,3805211 BLK,Conduit  Fitting / Accessories,FIT NW21 M20 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0017-0000168-00-1059,3805005 BLK,3805005 BLK,Conduit  Fitting / Accessories,FIT NW21 PG13 ST W/O NUT,Schlemmer/ Agro,All World Connect,,,
0017-0000169-00-1059,3805214 BLK,3805214 BLK,Conduit  Fitting / Accessories,FIT NW21 PG13 RA W/O NUT,Schlemmer/ Agro,All World Connect,,,
0017-0000001-00-1059,0102075 BLK,0102075 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 10MM NM7 METAL MS-PVC,Schlemmer/ Agro,All World Connect,,,
0017-0000003-00-1059,1200070 BLK,1200070 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 10MM NW7.5 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000004-00-1059,1200100 BLK,1200100 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 13MM NW10 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000005-00-1059,1200127 BLK,1200127 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 15.7MM NW12 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000006-00-1059,1200135 BLK,1200135 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 15.8MM NW13 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000007-00-1059,1200143 BLK,1200143 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 18.5MM NW14 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000008-00-1059,1200178 BLK,1200178 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 21MM NW17 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000009-00-1059,1200224 BLK,1200224 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 25.4MM NW22 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000010-00-1059,1200232 BLK,1200232 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 28.5MM NW23 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000011-00-1059,1200267 BLK / Z694H7120981,1200267 BLK / Z694H7120981,Conduit /Expandable sleeve/Spi,CONDUIT 31.2MM NW26 NS#32,Schlemmer/ Agro,All World Connect,,,
0017-0000012-00-1059,1200291 BLK,1200291 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 34.5MM NW29 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000013-00-1059,1200372 BLK,1200372 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 42MM NW36 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000014-00-1059,1200500 BLK,1200500 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 54MM NW48 PA6,Schlemmer/ Agro,All World Connect,,,
0017-0000015-00-1059,1926614 BLK,1926614 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 18.3MM NW14 PP,Schlemmer/ Agro,All World Connect,,,
0017-0000016-00-1059,1926617 BLK,1926617 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 21MM NW17 PP,Schlemmer/ Agro,All World Connect,,,
0017-0000017-00-1059,1926623 BLK,1926623 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 28MM NW23 PP,Schlemmer/ Agro,All World Connect,,,
0017-0000018-00-1059,1926629 BLK,1926629 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 34MM NW29 PP,Schlemmer/ Agro,All World Connect,,,
0017-0000019-00-1059,1926650 BLK,1926650 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 53.6MM NW50 PP,Schlemmer/ Agro,All World Connect,,,
0017-0000020-00-1059,1926657 BLK,1926657 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 9.9MM NW7.5 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000021-00-1059,1926663 BLK,1926663 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 15.8MM NW13 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000022-00-1059,1926667 BLK,1926667 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 21MM NW17 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000023-00-1059,1926672 BLK,1926672 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 25.5MM NW22 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000024-00-1059,1926676 BLK,1926676 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 31.3MM NW26 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000025-00-1059,1926679 BLK,1926679 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 34MM NW29 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000026-00-1059,1926687 BLK,1926687 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 42MM NW36 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000027-00-1059,1927306 BLK,1927306 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 9MM NW6 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000028-00-1059,1927308 BLK,1927308 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 13MM NW8.5 SL PP,Schlemmer/ Agro,All World Connect,,,
0017-0000029-00-1059,1927311 BLK,1927311 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 16MM NW11 SLIT PP,Schlemmer/ Agro,All World Connect,,,
0017-0000159-00-1059,1240623 BLK,1240623 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 28.5MM NW23 PA12,Schlemmer/ Agro,All World Connect,,,
0017-0000160-00-1059,1240637 BLK,1240637 BLK,Conduit /Expandable sleeve/Spi,CONDUIT 42MM NW36 PA12,Schlemmer/ Agro,All World Connect,,,
0100-0000036-00-1059,8113306 BLK / L31A079,8113306 BLK / L31A079,Washer / Flat Ring / C-Clip,WSH FLT PG21 26*34*1.5 NBR,Schlemmer/ Agro,All World Connect,,,
0100-0000037-00-1059,8113492 BLK / L31A078,8113492 BLK / L31A078,Washer / Flat Ring / C-Clip,WSH FLT M20 18*24*1.2 NBR,Schlemmer/ Agro,All World Connect,,,
0018-0001306-00-1061,AZ 16-02 ZVK,AZ 16-02 ZVK,Connector=CPC/D-Sub/IDC/BNC,CONTACT SAF 2 POLES,SCHMERSAL,All World Connect,,,
0077-0000047-00-1061,BNS 33-11Z-2237,BNS 33-11Z-2237,Sensor / Reader / Amplifer,SENSOR,SCHMERSAL,All World Connect,,,
0077-0000048-00-1061,BNS33-11ZG-3M,BNS33-11ZG-3M,Sensor / Reader / Amplifer,"SENSOR, MAGNETIC SAFETY",SCHMERSAL,All World Connect,,,
0088-0000125-00-1061,AZ 15/16-B3,AZ 15/16-B3,Switches,BRACKET FOR SAFETY SWITCH,SCHMERSAL,All World Connect,,,
0088-0000126-00-1061,AZ335-03zk-M20,AZ335-03zk-M20,Switches,SW SAFETY 3NC,SCHMERSAL,All World Connect,,,
0088-0000129-00-1061,AZM170-11-ZRK-24V,AZM170-11-ZRK-24V,Switches,SW INTLK SOLENOID LAT,SCHMERSAL,All World Connect,,,
0088-0000094-01-1062,A9A26924,A9A26924,Switches,AUX CONT 1 C/O ACTI9 CLIP-ON,Schneider Electric,All World Connect,,,
0011-0000050-01-1062,A9F74102,A9F74102,Circuit Breaker / MCCB /Shunt,CB 1P C2A IC60N ACTI9,Schneider Electric,All World Connect,,,
0011-0000051-01-1062,A9F74106,A9F74106,Circuit Breaker / MCCB /Shunt,CB 1P C6A IC60N ACTI9,Schneider Electric,All World Connect,,,
0011-0000157-00-1062,A9F74110,A9F74110,Circuit Breaker / MCCB /Shunt,CB 1P 10A C IC60N SCHNEIDER,Schneider Electric,All World Connect,,,
0011-0000052-01-1062,A9F74116,A9F74116,Circuit Breaker / MCCB /Shunt,CB 1P C16A IC60N ACTI9,Schneider Electric,All World Connect,,,
0011-0000053-00-1062,A9F74202,A9F74202,Circuit Breaker / MCCB /Shunt,CB 2P 2A C IC60N ACTI9,Schneider Electric,All World Connect,,,
0011-0000054-01-1062,A9F74206,A9F74206,Circuit Breaker / MCCB /Shunt,CB 2P 6A C IC60N ACTI9,Schneider Electric,All World Connect,,,
0011-0000055-01-1062,A9F74210,A9F74210,Circuit Breaker / MCCB /Shunt,CB 2P C10A IC60N ACTI9,Schneider Electric,All World Connect,,,
